epoch,train_loss,val_loss,val_mean_acc,val_mean_f1_macro,val_mean_auc,val_mean_auprc,epoch_time_sec,cumulative_train_time_sec,val_inference_time_ms_per_sample,val_acc_pfirrmann,val_f1_macro_pfirrmann,val_auc_pfirrmann,val_auprc_pfirrmann,f1_pfirrmann_class0,f1_pfirrmann_class1,f1_pfirrmann_class2,f1_pfirrmann_class3,f1_pfirrmann_class4,precision_pfirrmann_class0,precision_pfirrmann_class1,precision_pfirrmann_class2,precision_pfirrmann_class3,precision_pfirrmann_class4,recall_pfirrmann_class0,recall_pfirrmann_class1,recall_pfirrmann_class2,recall_pfirrmann_class3,recall_pfirrmann_class4,val_acc_modic,val_f1_macro_modic,val_auc_modic,val_auprc_modic,f1_modic_class0,f1_modic_class1,f1_modic_class2,f1_modic_class3,precision_modic_class0,precision_modic_class1,precision_modic_class2,precision_modic_class3,recall_modic_class0,recall_modic_class1,recall_modic_class2,recall_modic_class3,val_acc_disc_narrowing,val_f1_macro_disc_narrowing,val_auc_disc_narrowing,val_auprc_disc_narrowing,f1_disc_narrowing_class0,f1_disc_narrowing_class1,precision_disc_narrowing_class0,precision_disc_narrowing_class1,recall_disc_narrowing_class0,recall_disc_narrowing_class1,val_acc_spondylolisthesis,val_f1_macro_spondylolisthesis,val_auc_spondylolisthesis,val_auprc_spondylolisthesis,f1_spondylolisthesis_class0,f1_spondylolisthesis_class1,precision_spondylolisthesis_class0,precision_spondylolisthesis_class1,recall_spondylolisthesis_class0,recall_spondylolisthesis_class1,val_acc_up_endplate,val_f1_macro_up_endplate,val_auc_up_endplate,val_auprc_up_endplate,f1_up_endplate_class0,f1_up_endplate_class1,precision_up_endplate_class0,precision_up_endplate_class1,recall_up_endplate_class0,recall_up_endplate_class1,val_acc_low_endplate,val_f1_macro_low_endplate,val_auc_low_endplate,val_auprc_low_endplate,f1_low_endplate_class0,f1_low_endplate_class1,precision_low_endplate_class0,precision_low_endplate_class1,recall_low_endplate_class0,recall_low_endplate_class1,val_acc_disc_herniation,val_f1_macro_disc_herniation,val_auc_disc_herniation,val_auprc_disc_herniation,f1_disc_herniation_class0,f1_disc_herniation_class1,precision_disc_herniation_class0,precision_disc_herniation_class1,recall_disc_herniation_class0,recall_disc_herniation_class1,val_acc_disc_bulging,val_f1_macro_disc_bulging,val_auc_disc_bulging,val_auprc_disc_bulging,f1_disc_bulging_class0,f1_disc_bulging_class1,precision_disc_bulging_class0,precision_disc_bulging_class1,recall_disc_bulging_class0,recall_disc_bulging_class1
1,0.6770894274873248,0.597806031194826,0.723936170212766,0.4946782342028233,0.7874055443955159,0.5318375245756382,77.34545350074768,77.34545350074768,60.42888519611765,0.33617021276595743,0.17835420393559928,0.8025068266604098,0.5212262199505096,0.0,0.46153846153846156,0.43023255813953487,0.0,0.0,0.0,0.32061068702290074,0.3557692307692308,0.0,0.0,0.0,0.8235294117647058,0.5441176470588235,0.0,0.0,0.6808510638297872,0.20304568527918782,0.8110593364136727,0.4031244498224101,0.8121827411167513,0.0,0.0,0.0,0.6837606837606838,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7361702127659574,0.6492199537750385,0.8800985070032322,0.8213706062319724,0.8238636363636364,0.4745762711864407,0.7038834951456311,0.9655172413793104,0.9931506849315068,0.3146067415730337,0.9574468085106383,0.4891304347826087,0.7711111111111111,0.19563395844909565,0.9782608695652174,0.0,0.9574468085106383,0.0,1.0,0.0,0.7106382978723405,0.6384615384615385,0.7705032618825722,0.6690695699382521,0.8,0.47692307692307695,0.7083333333333334,0.7209302325581395,0.918918918918919,0.3563218390804598,0.7021276595744681,0.6039580123266564,0.7358780975835001,0.6664026865811292,0.8011363636363636,0.4067796610169492,0.6844660194174758,0.8275862068965517,0.9657534246575342,0.2696629213483146,0.9531914893617022,0.4880174291938998,0.6992694805194806,0.1832314742461698,0.9760348583877996,0.0,0.9531914893617022,0.0,1.0,0.0,0.7148936170212766,0.7072386158680575,0.8288177339901478,0.7946412313855664,0.7545787545787546,0.6598984771573604,0.6560509554140127,0.8333333333333334,0.8879310344827587,0.5462184873949579
2,0.5649423341629869,0.5516133490949868,0.7574468085106383,0.5556896673690954,0.8000409806315243,0.5413457263966223,77.20415902137756,154.54961252212524,61.42404637438185,0.3659574468085106,0.23964699060531122,0.8195939061469943,0.5449882030225766,0.0,0.47398843930635837,0.4678362573099415,0.0,0.2564102564102564,0.0,0.3360655737704918,0.3883495145631068,0.0,0.8333333333333334,0.0,0.803921568627451,0.5882352941176471,0.0,0.15151515151515152,0.7404255319148936,0.30598726845214197,0.8248566662390198,0.40808951689204725,0.8409703504043127,0.0,0.3829787234042553,0.0,0.7393364928909952,0.0,0.75,0.0,0.975,0.0,0.2571428571428571,0.0,0.7872340425531915,0.7497017723244717,0.8947975988917962,0.8415777092609197,0.8466257668711656,0.6527777777777778,0.7666666666666667,0.8545454545454545,0.9452054794520548,0.5280898876404494,0.9574468085106383,0.4891304347826087,0.7804444444444444,0.1981995029951789,0.9782608695652174,0.0,0.9574468085106383,0.0,1.0,0.0,0.7617021276595745,0.721799424995772,0.7833954644299472,0.6837044072697787,0.8271604938271605,0.6164383561643836,0.7613636363636364,0.7627118644067796,0.9054054054054054,0.5172413793103449,0.7446808510638298,0.7041295954339433,0.7508080652608896,0.6788646983730794,0.8136645962732919,0.5945945945945946,0.7443181818181818,0.7457627118644068,0.8972602739726028,0.4943820224719101,0.9531914893617022,0.4880174291938998,0.7041396103896104,0.16881108095885458,0.9760348583877996,0.0,0.9531914893617022,0.0,1.0,0.0,0.7489361702127659,0.7471044231646147,0.842292089249493,0.8065306924005429,0.7686274509803922,0.7255813953488373,0.7050359712230215,0.8125,0.8448275862068966,0.6554621848739496
3,0.5336338256375265,0.528623978048563,0.7808510638297872,0.5928558678891306,0.8089297830868948,0.5479017453765044,78.44769883155823,232.99731135368347,60.106315004064676,0.46808510638297873,0.3976746727059618,0.8309035596679054,0.5551125510029681,0.08333333333333333,0.49673202614379086,0.5714285714285714,0.1702127659574468,0.6666666666666666,0.6666666666666666,0.37254901960784315,0.48,0.4444444444444444,0.8571428571428571,0.044444444444444446,0.7450980392156863,0.7058823529411765,0.10526315789473684,0.5454545454545454,0.774468085106383,0.35570842802094654,0.8277966277315749,0.4093351962846218,0.8538681948424068,0.0,0.5689655172413793,0.0,0.7883597883597884,0.0,0.717391304347826,0.0,0.93125,0.0,0.4714285714285714,0.0,0.8170212765957446,0.7968803393033026,0.9064953055256272,0.8610878255261176,0.86084142394822,0.7329192546583851,0.8159509202453987,0.8194444444444444,0.910958904109589,0.6629213483146067,0.9574468085106383,0.4891304347826087,0.7808888888888889,0.20111241699476995,0.9782608695652174,0.0,0.9574468085106383,0.0,1.0,0.0,0.7617021276595745,0.7295742232451093,0.7950450450450451,0.6918713885066908,0.8227848101265823,0.6363636363636364,0.7738095238095238,0.7313432835820896,0.8783783783783784,0.5632183908045977,0.723404255319149,0.6947503047501049,0.7656610743420039,0.6892605931324273,0.7882736156351792,0.6012269938650306,0.7515527950310559,0.6621621621621622,0.8287671232876712,0.550561797752809,0.9531914893617022,0.4880174291938998,0.7138798701298701,0.15807445980005494,0.9760348583877996,0.0,0.9531914893617022,0.0,1.0,0.0,0.7914893617021277,0.7911111111111111,0.8507678933642422,0.8173595317643845,0.7822222222222223,0.8,0.8073394495412844,0.7777777777777778,0.7586206896551724,0.8235294117647058
4,0.5194000995765298,0.5156940322834997,0.7856382978723404,0.6008714215759695,0.814050542469767,0.5518942896723378,76.43847751617432,309.4357888698578,59.937758141375596,0.49361702127659574,0.460730790462334,0.8342913931643254,0.5607852779741751,0.21818181818181817,0.4966442953020134,0.5769230769230769,0.3333333333333333,0.6785714285714286,0.6,0.37755102040816324,0.5113636363636364,0.5625,0.8260869565217391,0.13333333333333333,0.7254901960784313,0.6617647058823529,0.23684210526315788,0.5757575757575758,0.7872340425531915,0.3650898909519599,0.8344752471703226,0.41372705532715165,0.8620689655172413,0.0,0.5982905982905983,0.0,0.7978723404255319,0.0,0.7446808510638298,0.0,0.9375,0.0,0.5,0.0,0.8212765957446808,0.7997809152872444,0.9089579806064337,0.8636902624090904,0.8653846153846154,0.7341772151898734,0.8132530120481928,0.8405797101449275,0.9246575342465754,0.651685393258427,0.9574468085106383,0.4891304347826087,0.7937777777777778,0.20718333186526666,0.9782608695652174,0.0,0.9574468085106383,0.0,1.0,0.0,0.7617021276595745,0.7295742232451093,0.7980739360049705,0.6868651994942239,0.8227848101265823,0.6363636363636364,0.7738095238095238,0.7313432835820896,0.8783783783783784,0.5632183908045977,0.7404255319148936,0.7044390837302323,0.7673541634600584,0.684030914416615,0.807570977917981,0.6013071895424836,0.7485380116959064,0.71875,0.8767123287671232,0.5168539325842697,0.9531914893617022,0.4880174291938998,0.7215909090909091,0.17579938926325386,0.9760348583877996,0.0,0.9531914893617022,0.0,1.0,0.0,0.7702127659574468,0.7702086049543677,0.8538829324833381,0.8230728866289261,0.7692307692307693,0.7711864406779662,0.7627118644067796,0.7777777777777778,0.7758620689655172,0.7647058823529411
5,0.5082103660551168,0.507580536340053,0.7851063829787235,0.6042581879640774,0.8180758417092328,0.5492494680441817,76.52879643440247,385.96458530426025,60.44540506728152,0.502127659574468,0.49455714974769666,0.8369619148665699,0.5680112956922987,0.4375,0.5109489051094891,0.5298013245033113,0.32786885245901637,0.6666666666666666,0.7368421052631579,0.4069767441860465,0.4819277108433735,0.43478260869565216,0.7916666666666666,0.3111111111111111,0.6862745098039216,0.5882352941176471,0.2631578947368421,0.5757575757575758,0.7914893617021277,0.36719444718901295,0.8363657372793454,0.41427903741640254,0.8653295128939829,0.0,0.603448275862069,0.0,0.798941798941799,0.0,0.7608695652173914,0.0,0.94375,0.0,0.5,0.0,0.8085106382978723,0.7848029140636128,0.9104971525319379,0.8652899343065914,0.8562300319488818,0.7133757961783439,0.8023952095808383,0.8235294117647058,0.9178082191780822,0.6292134831460674,0.9574468085106383,0.4891304347826087,0.8115555555555556,0.1662779724551161,0.9782608695652174,0.0,0.9574468085106383,0.0,1.0,0.0,0.7617021276595745,0.7313408459905275,0.800636843740292,0.6908113327501549,0.821656050955414,0.6410256410256411,0.7771084337349398,0.7246376811594203,0.8716216216216216,0.5747126436781609,0.7276595744680852,0.700302885381795,0.770971217484993,0.6870399726990232,0.7908496732026143,0.6097560975609756,0.75625,0.6666666666666666,0.8287671232876712,0.5617977528089888,0.9531914893617022,0.4880174291938998,0.7219967532467533,0.17680182270464903,0.9760348583877996,0.0,0.9531914893617022,0.0,1.0,0.0,0.7787234042553192,0.7787193973634652,0.855621558968415,0.8254843763292175,0.7777777777777778,0.7796610169491526,0.7711864406779662,0.7863247863247863,0.7844827586206896,0.773109243697479
6,0.4978366287077888,0.4999162271308402,0.7904255319148936,0.6089138914995664,0.8209076893335417,0.5492466727053615,81.50428700447083,467.4688723087311,63.75263498184529,0.5319148936170213,0.5050146510511416,0.8398973279779511,0.5683596377760164,0.5070422535211268,0.532258064516129,0.5789473684210527,0.23076923076923078,0.676056338028169,0.6923076923076923,0.4520547945205479,0.5238095238095238,0.42857142857142855,0.631578947368421,0.4,0.6470588235294118,0.6470588235294118,0.15789473684210525,0.7272727272727273,0.7829787234042553,0.36670588235294116,0.8324418091435721,0.4126914546615129,0.8588235294117647,0.0,0.608,0.0,0.8111111111111111,0.0,0.6909090909090909,0.0,0.9125,0.0,0.5428571428571428,0.0,0.8170212765957446,0.7992051664182811,0.9124980760350931,0.8686076827377722,0.8590163934426229,0.7393939393939394,0.8238993710691824,0.8026315789473685,0.8972602739726028,0.6853932584269663,0.9574468085106383,0.4891304347826087,0.8106666666666666,0.16930332836543835,0.9782608695652174,0.0,0.9574468085106383,0.0,1.0,0.0,0.7659574468085106,0.7369813394110825,0.806461634047841,0.6882465828789984,0.8242811501597445,0.6496815286624203,0.7818181818181819,0.7285714285714285,0.8716216216216216,0.5862068965517241,0.7404255319148936,0.7118535045930572,0.7778205325534862,0.6879558822441197,0.8025889967637541,0.6211180124223602,0.7607361963190185,0.6944444444444444,0.8493150684931506,0.5617977528089888,0.9531914893617022,0.4880174291938998,0.7341720779220778,0.17621400787092423,0.9760348583877996,0.0,0.9531914893617022,0.0,1.0,0.0,0.774468085106383,0.7744027241935192,0.8533033903216459,0.8225948051081097,0.7705627705627706,0.7782426778242678,0.7739130434782608,0.775,0.7672413793103449,0.7815126050420168
7,0.4890846918194981,0.4941311658980946,0.7936170212765957,0.6133204339239187,0.8230950171034119,0.5510707531583143,82.52477383613586,549.993646144867,64.00802186194888,0.5276595744680851,0.5130307813806994,0.8404259549826847,0.5705846498104202,0.5555555555555556,0.532258064516129,0.56,0.2711864406779661,0.6461538461538462,0.7407407407407407,0.4520547945205479,0.5121951219512195,0.38095238095238093,0.65625,0.4444444444444444,0.6470588235294118,0.6176470588235294,0.21052631578947367,0.6363636363636364,0.7957446808510639,0.3708001768346596,0.8365646248206926,0.4151341078964446,0.867816091954023,0.0,0.6153846153846154,0.0,0.8031914893617021,0.0,0.7659574468085106,0.0,0.94375,0.0,0.5142857142857142,0.0,0.8170212765957446,0.7992051664182811,0.91319070340157,0.8691647466961514,0.8590163934426229,0.7393939393939394,0.8238993710691824,0.8026315789473685,0.8972602739726028,0.6853932584269663,0.9574468085106383,0.4891304347826087,0.8191111111111111,0.17284931604647774,0.9782608695652174,0.0,0.9574468085106383,0.0,1.0,0.0,0.7617021276595745,0.7330412203829926,0.8056849953401679,0.6918847937791481,0.8205128205128205,0.6455696202531646,0.7804878048780488,0.7183098591549296,0.8648648648648649,0.5862068965517241,0.7446808510638298,0.7220908230842006,0.7789749114976142,0.6858550480617455,0.8013245033112583,0.6428571428571429,0.7756410256410257,0.6835443037974683,0.8287671232876712,0.6067415730337079,0.9531914893617022,0.4880174291938998,0.734172077922078,0.1750555689563009,0.9760348583877996,0.0,0.9531914893617022,0.0,1.0,0.0,0.7914893617021277,0.7912474393140081,0.8566357577513765,0.828037794019826,0.7841409691629956,0.7983539094650206,0.8018018018018018,0.782258064516129,0.7672413793103449,0.8151260504201681
8,0.48368797766960275,0.4918006792819749,0.7851063829787234,0.6053029645412003,0.8251332139486127,0.554771469795486,81.41868448257446,631.4123306274414,64.32224030190325,0.502127659574468,0.47913904929115103,0.8412938702137895,0.573144940010208,0.2909090909090909,0.5,0.5633802816901409,0.3548387096774194,0.6865671641791045,0.8,0.3870967741935484,0.5405405405405406,0.4583333333333333,0.6764705882352942,0.17777777777777778,0.7058823529411765,0.5882352941176471,0.2894736842105263,0.696969696969697,0.7702127659574468,0.3586870428178726,0.8369190606887069,0.4161717600063185,0.8520710059171598,0.0,0.5826771653543307,0.0,0.8089887640449438,0.0,0.6491228070175439,0.0,0.9,0.0,0.5285714285714286,0.0,0.825531914893617,0.8105919125597122,0.9151916269047253,0.8719241048381257,0.8637873754152824,0.757396449704142,0.8387096774193549,0.8,0.8904109589041096,0.7191011235955056,0.9574468085106383,0.4891304347826087,0.8244444444444444,0.185850269180598,0.9782608695652174,0.0,0.9574468085106383,0.0,1.0,0.0,0.7531914893617021,0.7252016129032257,0.8076265921093506,0.694229754698038,0.8129032258064516,0.6375,0.7777777777777778,0.6986301369863014,0.8513513513513513,0.5862068965517241,0.7276595744680852,0.700302885381795,0.7788979529013391,0.6861246030719476,0.7908496732026143,0.6097560975609756,0.75625,0.6666666666666666,0.8287671232876712,0.5617977528089888,0.9531914893617022,0.4880174291938998,0.7390422077922078,0.1801956122530845,0.9760348583877996,0.0,0.9531914893617022,0.0,1.0,0.0,0.7914893617021277,0.7913533493993368,0.8576499565343378,0.8305307143055677,0.7860262008733624,0.7966804979253111,0.7964601769911505,0.7868852459016393,0.7758620689655172,0.8067226890756303
9,0.483121558266171,0.4881648593737433,0.7893617021276595,0.6097750000917321,0.8271743581392753,0.5555176978163876,77.66130995750427,709.0736405849457,59.66139752814111,0.5148936170212766,0.49751704964001175,0.8427539459015942,0.5705743213002981,0.4067796610169492,0.5109489051094891,0.5655172413793104,0.32786885245901637,0.6764705882352942,0.8571428571428571,0.4069767441860465,0.5324675324675324,0.43478260869565216,0.6571428571428571,0.26666666666666666,0.6862745098039216,0.6029411764705882,0.2631578947368421,0.696969696969697,0.7787234042553192,0.36385679646270147,0.8370872840623192,0.4165188710969521,0.8538011695906432,0.0,0.6016260162601627,0.0,0.8021978021978022,0.0,0.6981132075471698,0.0,0.9125,0.0,0.5285714285714286,0.0,0.8212765957446808,0.8054635761589404,0.9141911651531476,0.8718972638463273,0.8609271523178808,0.75,0.8333333333333334,0.7974683544303798,0.8904109589041096,0.7078651685393258,0.9574468085106383,0.4891304347826087,0.8302222222222222,0.18412443568875336,0.9782608695652174,0.0,0.9574468085106383,0.0,1.0,0.0,0.7574468085106383,0.7291148455984955,0.809645852749301,0.69004288044259,0.8167202572347267,0.6415094339622641,0.7791411042944786,0.7083333333333334,0.8581081081081081,0.5862068965517241,0.7319148936170212,0.7058122205663189,0.7829767585039248,0.6857408623534046,0.7934426229508197,0.6181818181818182,0.7610062893081762,0.6710526315789473,0.8287671232876712,0.5730337078651685,0.9531914893617022,0.4880174291938998,0.7402597402597403,0.18939364707850836,0.9760348583877996,0.0,0.9531914893617022,0.0,1.0,0.0,0.8,0.7992876483308801,0.860257896261953,0.8358493007242673,0.7873303167420814,0.8112449799196787,0.8285714285714286,0.7769230769230769,0.75,0.8487394957983193
10,0.479398208654533,0.4862507597543299,0.7925531914893617,0.6138645795297824,0.829010641896816,0.5575180899492223,76.85050559043884,785.9241461753845,61.083237668301194,0.548936170212766,0.5522434660574318,0.8446270862689367,0.5804801628165837,0.5316455696202531,0.5210084033613446,0.5673758865248227,0.463768115942029,0.6774193548387096,0.6176470588235294,0.45588235294117646,0.547945205479452,0.5161290322580645,0.7241379310344828,0.4666666666666667,0.6078431372549019,0.5882352941176471,0.42105263157894735,0.6363636363636364,0.7914893617021277,0.3686807014116153,0.8397027451730352,0.41918282956855873,0.8645533141210374,0.0,0.6101694915254238,0.0,0.8021390374331551,0.0,0.75,0.0,0.9375,0.0,0.5142857142857142,0.0,0.8297872340425532,0.814727215389467,0.9154994612898261,0.8727933464244653,0.8675496688741722,0.7619047619047619,0.8397435897435898,0.810126582278481,0.8972602739726028,0.7191011235955056,0.9574468085106383,0.4891304347826087,0.8364444444444444,0.19280783879144536,0.9782608695652174,0.0,0.9574468085106383,0.0,1.0,0.0,0.7531914893617021,0.7199161597895776,0.80793724759242,0.6930722173744828,0.8164556962025317,0.6233766233766234,0.7678571428571429,0.7164179104477612,0.8716216216216216,0.5517241379310345,0.7361702127659574,0.7079926246592914,0.7812836693858703,0.6849412518395657,0.7987012987012987,0.6172839506172839,0.7592592592592593,0.684931506849315,0.8424657534246576,0.5617977528089888,0.9531914893617022,0.4880174291938998,0.7455357142857143,0.1816665050053877,0.9760348583877996,0.0,0.9531914893617022,0.0,1.0,0.0,0.7702127659574468,0.7702086049543677,0.8610547667342799,0.8352005677732888,0.7692307692307693,0.7711864406779662,0.7627118644067796,0.7777777777777778,0.7758620689655172,0.7647058823529411
