epoch,timestamp,train_loss,val_loss,is_best,acc_spinal_canal,acc_left_foraminal,acc_right_foraminal,avg_severe_f1,severe_f1_spinal_canal,severe_recall_spinal_canal,severe_f1_left_foraminal,severe_recall_left_foraminal,severe_f1_right_foraminal,severe_recall_right_foraminal,macro_auc_spinal_canal,macro_auprc_spinal_canal,macro_auc_left_foraminal,macro_auprc_left_foraminal,macro_auc_right_foraminal,macro_auprc_right_foraminal,overall_macro_auprc,overall_severe_auprc,extra_val_weighted_logloss,extra_epoch_seconds,extra_eval_seconds,extra_eval_throughput_samples_per_sec
1,2026-06-02T16:52:28,0.5818522086397546,0.5429620502456542,1,0.8644501278772379,0.7641943734015345,0.7698209718670077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7285246314024946,0.43614751593873136,0.7243134771953831,0.45284246724677496,0.7018789263161533,0.4424192370142774,0.4438030733999279,0.1131130959907507,0.5445859730243683,58.188812494277954,10.492522716522217,186.32316105654252
2,2026-06-02T16:53:20,0.5038206298820308,0.5109843707853748,1,0.8690537084398977,0.7703324808184143,0.7672634271099744,0.06824146981627296,0.2047244094488189,0.11926605504587157,0.0,0.0,0.0,0.0,0.8139487641192202,0.5152955611567447,0.7716109740495809,0.4724342263673434,0.7499428541474825,0.45688814118057985,0.4815393095682226,0.17853886753573725,0.5122566421826681,52.375529527664185,10.572265625,184.9177905043414
3,2026-06-02T16:54:13,0.48351463357933233,0.4947977517881701,1,0.8746803069053708,0.7718670076726343,0.769309462915601,0.11764705882352942,0.35294117647058826,0.24770642201834864,0.0,0.0,0.0,0.0,0.8395962105603054,0.5374042379251046,0.7929214976115357,0.4879692420828743,0.7772371346641495,0.48128149808821025,0.5022183260320631,0.22017630523760282,0.495876004298528,52.3659245967865,10.450203657150269,187.07769380765552
4,2026-06-02T16:55:06,0.47328585068710516,0.4871523735984679,1,0.8746803069053708,0.7723785166240409,0.7672634271099744,0.11185682326621925,0.33557046979865773,0.22935779816513763,0.0,0.0,0.0,0.0,0.8523410584459071,0.5467330911767895,0.8028628005358717,0.49757016000460297,0.7873868003121135,0.49625628088911106,0.5135198440235011,0.2417227283036363,0.4881855646769206,52.29642128944397,10.499239444732666,186.20396365765316
5,2026-06-02T16:55:59,0.46682301090389,0.48207705443905247,1,0.8762148337595907,0.7708439897698209,0.7687979539641944,0.12159329140461216,0.36477987421383645,0.26605504587155965,0.0,0.0,0.0,0.0,0.8612609635604086,0.559938884814008,0.8090644459530281,0.505185259400511,0.7929822935325025,0.5022358357018278,0.5224533266387823,0.2586788270932579,0.4830884337425232,52.321197509765625,10.442054033279419,187.2237007938576
6,2026-06-02T16:56:52,0.4624691148761843,0.478603845642459,1,0.8762148337595907,0.769309462915601,0.767774936061381,0.1292929292929293,0.3878787878787879,0.29357798165137616,0.0,0.0,0.0,0.0,0.8689472721104946,0.5680228926206355,0.8108052412173596,0.5045240178502142,0.79928475284815,0.5061581952860342,0.5262350352522946,0.26525307594453634,0.4796330730120341,52.39169239997864,10.395088911056519,188.06957946464559
7,2026-06-02T16:57:45,0.4595550371975195,0.47442277304587827,1,0.8762148337595907,0.7708439897698209,0.7662404092071611,0.1292929292929293,0.3878787878787879,0.29357798165137616,0.0,0.0,0.0,0.0,0.8735871930447608,0.5731989142540987,0.8141777187764566,0.5068333948593855,0.8010155344115687,0.5046995824675425,0.5282439638603423,0.2677132118018913,0.4752861162026723,52.457653522491455,10.563043594360352,185.0792323761479
8,2026-06-02T16:58:38,0.4562714468748843,0.47415718340104623,1,0.878772378516624,0.7703324808184143,0.7621483375959079,0.13333333333333333,0.4,0.29357798165137616,0.0,0.0,0.0,0.0,0.8765705550117215,0.575453591394199,0.8145927476116478,0.5069549467195896,0.8021252985003929,0.5026046562933133,0.528337731469034,0.26711863193897994,0.47487781445185345,52.23909020423889,10.463894844055176,186.8329172966306
9,2026-06-02T16:59:31,0.4533783273130167,0.47380787422580106,1,0.8782608695652174,0.769309462915601,0.7636828644501279,0.14355440712029857,0.4074074074074074,0.30275229357798167,0.023255813953488372,0.012195121951219513,0.0,0.0,0.8785251876688688,0.5783814838208181,0.8171755496239088,0.5112572344403792,0.8092249755570894,0.5153665090371244,0.5350017424327739,0.28608173774063433,0.4743468662103017,52.7814679145813,10.739570140838623,182.03708103417065
10,2026-06-02T17:00:24,0.45307169170653233,0.4681204230554642,1,0.8741687979539642,0.7703324808184143,0.769309462915601,0.13257575757575757,0.3977272727272727,0.3211009174311927,0.0,0.0,0.0,0.0,0.8853153770144875,0.5797851971072013,0.8179003080996091,0.5083210618173247,0.8086261203320712,0.5108460717918685,0.5329841102387981,0.2815438736519857,0.46898120641708374,52.62710165977478,10.737750053405762,182.06793697716216
