epoch,timestamp,train_loss,val_loss,is_best,acc_spinal_canal,acc_left_foraminal,acc_right_foraminal,avg_severe_f1,severe_f1_spinal_canal,severe_recall_spinal_canal,severe_f1_left_foraminal,severe_recall_left_foraminal,severe_f1_right_foraminal,severe_recall_right_foraminal,macro_auc_spinal_canal,macro_auprc_spinal_canal,macro_auc_left_foraminal,macro_auprc_left_foraminal,macro_auc_right_foraminal,macro_auprc_right_foraminal,overall_macro_auprc,overall_severe_auprc,extra_epoch_seconds,extra_eval_seconds,extra_eval_throughput_samples_per_sec
1,2026-08-23T10:18:46,1.4167587520820755,0.1516842967296233,1,0.884140061791967,0.6277749096541043,0.6128033040784718,0.3110605213408952,0.5769230769230769,0.7407407407407407,0.18803418803418803,0.1375,0.16822429906542055,0.10843373493975904,0.9247460144762583,0.6370756969556939,0.8028149619136506,0.48420125573950035,0.7979086046700757,0.48214852571112865,0.5344751594687743,0.34521266675017404,149.45324969291687,18.769702672958374,103.464611764887
2,2026-08-23T10:21:15,1.3197865102972304,0.14880529335124895,1,0.880020597322348,0.614352090862158,0.6076406814661848,0.28462524342102585,0.5610859728506787,0.7654320987654321,0.16071428571428573,0.1125,0.1320754716981132,0.08433734939759036,0.9288245286234914,0.6489696278124842,0.8045637216822469,0.4846827121381863,0.8002459665993777,0.4834860643732542,0.5390461347746416,0.35966558094032686,148.8277235031128,18.755507230758667,103.54292081288837
3,2026-08-23T10:23:44,1.2359710235326062,0.14775313345379518,1,0.8738414006179197,0.6236448115642746,0.6298399586990191,0.33857559982127455,0.4913494809688581,0.8765432098765432,0.27927927927927926,0.3875,0.24509803921568626,0.30120481927710846,0.9222212586649384,0.6445120790708353,0.7953375081795647,0.47532565782379876,0.7928850369730629,0.4847129610774179,0.5348502326573507,0.3679837962218144,148.82723903656006,18.754462718963623,103.54868753645188
4,2026-08-23T10:26:13,1.1933004182186864,0.14542367824358368,0,0.8676622039134912,0.6220960247805886,0.6633970056788848,0.3453309711421951,0.496551724137931,0.8888888888888888,0.2803738317757009,0.375,0.25906735751295334,0.30120481927710846,0.9240526159423835,0.6452151912540867,0.79476026896948,0.47313024290541933,0.7966815101925914,0.4841555870385699,0.5341670070660253,0.36441539397841494,148.80638432502747,18.732530117034912,103.66992541140996
5,2026-08-23T10:28:43,1.118712813602317,0.14655041814746103,0,0.8733264675592173,0.6184821889519876,0.6360351058337635,0.3510780034872651,0.5073529411764706,0.8518518518518519,0.28205128205128205,0.4125,0.26382978723404255,0.37349397590361444,0.9263796349032898,0.6469111362217667,0.7940637900485461,0.47365199771196753,0.7921442102341194,0.4804360009602328,0.533666378297989,0.36111026477236224,150.26793885231018,18.69527840614319,103.87649532739064
6,2026-08-23T10:31:12,1.0709871491860776,0.14336786289887676,0,0.8619979402677652,0.6448115642746515,0.6432627774909654,0.32008498766614596,0.5121951219512195,0.7777777777777778,0.24516129032258063,0.2375,0.2028985507246377,0.1686746987951807,0.9222617263850488,0.6387182739395899,0.7971764471067869,0.4759876016169276,0.7988069789808564,0.48865294499511047,0.534452940183876,0.36767314665041545,148.7890613079071,18.779226779937744,103.41213846326627
7,2026-08-23T10:33:40,1.0338580696000939,0.1463870163396245,0,0.874356333676622,0.5962829117191534,0.6014455343314403,0.2998727919081901,0.5948717948717949,0.7160493827160493,0.1592920353982301,0.1125,0.14545454545454545,0.0963855421686747,0.9292250828844298,0.6474957356298039,0.8007946356531805,0.47882901646224246,0.8036950679424532,0.49238233915000773,0.539569030414018,0.36563019046173384,148.4194416999817,18.759942531585693,103.51844078041808
8,2026-08-23T10:36:09,0.9773977732374555,0.14078117701443818,0,0.8810504634397528,0.6881775942178626,0.6855962829117191,0.27453460670840973,0.6380368098159509,0.6419753086419753,0.08247422680412371,0.05,0.10309278350515463,0.060240963855421686,0.9337871900663733,0.6518727372820873,0.8119195488235658,0.48970748033594463,0.8127870697459408,0.5014989608232733,0.547693059480435,0.36489778505923237,148.79398775100708,18.786489963531494,103.37215753287752
9,2026-08-23T10:38:37,0.9361353642174176,0.13946578951929112,0,0.8831101956745623,0.6535880227155395,0.6742385131646876,0.29329420321112226,0.5570776255707762,0.7530864197530864,0.18487394957983194,0.1375,0.13793103448275862,0.0963855421686747,0.9310903427106835,0.6496290262365676,0.8044151031201366,0.48144037927768407,0.8054052181267366,0.4949635166917785,0.5420109740686767,0.3676876806228592,147.99528646469116,18.782294034957886,103.39525067521149
10,2026-08-23T10:41:05,0.9132878658672173,0.14194593917517387,0,0.8599382080329557,0.6448115642746515,0.6339700567888488,0.29268360098399626,0.5304347826086957,0.7530864197530864,0.2153846153846154,0.175,0.1322314049586777,0.0963855421686747,0.930031650671259,0.6440556781990577,0.8072120917070712,0.4846353576136298,0.8072137785788781,0.49401737950032976,0.5409028051043391,0.3586247506971935,148.42151188850403,18.75802731513977,103.52901013384252
