epoch,timestamp,train_loss,val_loss,is_best,acc_spinal_canal,acc_left_foraminal,acc_right_foraminal,avg_severe_f1,severe_f1_spinal_canal,severe_recall_spinal_canal,severe_f1_left_foraminal,severe_recall_left_foraminal,severe_f1_right_foraminal,severe_recall_right_foraminal,macro_auc_spinal_canal,macro_auprc_spinal_canal,macro_auc_left_foraminal,macro_auprc_left_foraminal,macro_auc_right_foraminal,macro_auprc_right_foraminal,overall_macro_auprc,overall_severe_auprc,extra_val_weighted_logloss,extra_epoch_seconds,extra_eval_seconds,extra_eval_throughput_samples_per_sec
1,2026-08-22T08:01:47,1.0851547022660573,1.0020972887674968,1,0.5,0.75,0.8333333333333334,0.16666666666666666,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.7354387125220457,0.7131403318903319,0.6884319384319384,0.5394708994708994,0.7681818181818182,0.5476190476190477,0.600076759660093,0.46296296296296297,1.0020971695582073,20.210655450820923,6.96741795539856,1.7223023043568169
1,2026-08-22T09:22:25,0.76015971350621,0.4845694859252601,1,0.888259526261586,0.7620030975735673,0.7408363448631905,0.25307594581450704,0.5188284518828452,0.7654320987654321,0.09523809523809523,0.0625,0.14516129032258066,0.10843373493975904,0.9146620179876711,0.598847371426034,0.7970233099727593,0.48525791765480925,0.7935015471507904,0.4817943579831457,0.5219665490213296,0.2719152567241653,0.48527705669403076,300.66051840782166,32.50574994087219,59.74327629826997
2,2026-08-22T09:27:26,0.705643853936039,0.5399473664946244,1,0.8553038105046344,0.6799173980382034,0.6948890036138359,0.30390703823539644,0.4417910447761194,0.9135802469135802,0.24615384615384617,0.4,0.22377622377622378,0.3855421686746988,0.9219071856016736,0.6187051860016238,0.799505638924963,0.48202801596989503,0.7959061540763717,0.47444028497035756,0.5250578289806255,0.3055194928428527,0.5406117538611094,300.1007299423218,32.620473861694336,59.53316338180045
3,2026-08-22T09:32:26,0.6914297329475645,0.4986423610663805,0,0.874356333676622,0.7310273618998451,0.7222509034589571,0.28862989974101083,0.5173745173745173,0.8271604938271605,0.1728395061728395,0.175,0.17567567567567569,0.1566265060240964,0.9246474026228301,0.6218506226069414,0.8008392704286185,0.4835306003736864,0.7947972573902328,0.4802832942238884,0.528554839068172,0.29972450043170135,0.4995047946770986,300.2212224006653,32.6697838306427,59.44330731011745
4,2026-08-22T09:37:27,0.6803528584051327,0.537291088431585,1,0.8954685890834192,0.682498709344347,0.6830149716055757,0.33227965312188684,0.5486725663716814,0.7654320987654321,0.20689655172413793,0.3375,0.24126984126984127,0.4578313253012048,0.9274913018239527,0.6370614354768399,0.7956192804691363,0.4758604112432223,0.7937774442664572,0.48017734769534925,0.5310330648051371,0.3085410622210684,0.5383218228816986,299.9906220436096,32.60303711891174,59.56500288353572
5,2026-08-22T09:42:27,0.6790100078968728,0.5470863916590566,0,0.8861997940267765,0.6923076923076923,0.659783169850284,0.27288410039520655,0.5267489711934157,0.7901234567901234,0.1780821917808219,0.1625,0.11382113821138211,0.08433734939759036,0.919964656572137,0.6197395125329132,0.7862795502668093,0.4715581445564508,0.7683438236979958,0.45486476910189694,0.515387475397087,0.28873824286355837,0.5478883385658264,300.1702618598938,32.65180540084839,59.47603742455053
6,2026-08-22T09:47:28,0.6793133705610135,0.5446658674322191,0,0.8656024716786818,0.6577181208053692,0.711925658234383,0.2517641778738016,0.44370860927152317,0.8271604938271605,0.15555555555555556,0.175,0.15602836879432624,0.13253012048192772,0.9310667143305089,0.633352533391459,0.7909680510617045,0.4676360880370318,0.7954528892815782,0.4853365779713971,0.5287750664666294,0.31056991480382146,0.5454592108726501,300.10137128829956,32.756378412246704,59.286163310225405
7,2026-08-22T09:52:28,0.6709310326908455,0.5478421000183605,0,0.8609680741503605,0.6855962829117191,0.6923076923076923,0.3018968284195484,0.4423676012461059,0.8765432098765432,0.2,0.2625,0.26332288401253917,0.5060240963855421,0.924684325835929,0.642431325595406,0.7958794877992169,0.4767928626262535,0.8012255322366135,0.47974262067503526,0.5329889362988983,0.3054741790382114,0.5487968424956003,300.08747839927673,32.634241580963135,59.50804755741119
8,2026-08-22T10:00:43,0.643859184789853,0.5175975759009845,0,0.8599382080329557,0.7031491997934951,0.7129581827568404,0.25268569789860623,0.4584717607973422,0.8518518518518519,0.1893491124260355,0.2,0.11023622047244094,0.08433734939759036,0.929901701283523,0.6376146041938412,0.7948703022865514,0.480362451314196,0.8003214322493934,0.486970239615979,0.5349824317080054,0.3172051482196576,0.5180882513523102,494.7962658405304,33.30655288696289,58.30684449966459
9,2026-08-22T10:05:43,0.6404178679966536,0.5507681942621215,0,0.8851699279093718,0.6437790397521941,0.6830149716055757,0.3225510105405667,0.5,0.7654320987654321,0.2222222222222222,0.5625,0.2454308093994778,0.5662650602409639,0.9346168447106894,0.6398150073922645,0.7847406091796638,0.46352804100173445,0.7987977836318666,0.4753323069644651,0.5262251184528214,0.30695805864887765,0.5515578190485636,300.0189538002014,32.46621227264404,59.816032239656266
