epoch,timestamp,train_loss,val_loss,is_best,acc_spinal_canal,acc_left_foraminal,acc_right_foraminal,avg_severe_f1,severe_f1_spinal_canal,severe_recall_spinal_canal,severe_f1_left_foraminal,severe_recall_left_foraminal,severe_f1_right_foraminal,severe_recall_right_foraminal,macro_auc_spinal_canal,macro_auprc_spinal_canal,macro_auc_left_foraminal,macro_auprc_left_foraminal,macro_auc_right_foraminal,macro_auprc_right_foraminal,overall_macro_auprc,overall_severe_auprc,extra_epoch_seconds,extra_eval_seconds,extra_eval_throughput_samples_per_sec
1,2026-05-04T05:01:44,1.6462891087836067,0.19356313801772607,1,0.9083419155509783,0.7124419204956117,0.7160557563242127,0.2021505376344086,0.6064516129032258,0.5802469135802469,0.0,0.0,0.0,0.0,0.9370097225085393,0.6510461620251097,0.808769276076767,0.48509343975105623,0.8036210924047626,0.4847126927431317,0.5402840981730992,0.32116935503367255,204.32908654212952,18.68444514274597,103.93672304226598
2,2026-05-04T05:05:06,1.5531439987705058,0.18585234963910177,0,0.9067971163748713,0.7176045431078988,0.7459989674754776,0.19385342789598106,0.5815602836879432,0.5061728395061729,0.0,0.0,0.0,0.0,0.936000830062976,0.6496921543508184,0.8128090311090664,0.4953095284971971,0.8040644320526456,0.4898639014528488,0.5449551947669548,0.3261979378258511,202.7121388912201,18.648020267486572,104.13974095609173
3,2026-05-04T05:08:29,1.4953408714308836,0.17466804661019578,1,0.9088568486096807,0.7620030975735673,0.7645844088797109,0.20306447938026884,0.5864661654135338,0.48148148148148145,0.0,0.0,0.022727272727272728,0.012048192771084338,0.9393080422199439,0.6590828389109075,0.8155119332379274,0.4985541560720157,0.8118146181240551,0.4999700045244664,0.5525356665024632,0.3349171405144597,202.49996519088745,18.64086151123047,104.17973433416759
4,2026-05-04T05:11:52,1.419452841449904,0.18739165059326449,0,0.9026776519052523,0.7083118224057822,0.7108931337119256,0.199368704451562,0.5748502994011976,0.5925925925925926,0.0,0.0,0.023255813953488372,0.012048192771084338,0.9358366670042196,0.6506706251408664,0.8107170081492283,0.48738314964316115,0.8069326351353272,0.48762255068271104,0.5418921084889129,0.3363296808503166,202.71549367904663,18.588724851608276,104.47193207187529
5,2026-05-04T05:15:14,1.3632122125451598,0.17910387493222135,0,0.903707518022657,0.7367062467733608,0.7527103768714507,0.10884353741496598,0.32653061224489793,0.19753086419753085,0.0,0.0,0.0,0.0,0.939198095504537,0.6620810715891486,0.8134891851430441,0.4939095949632098,0.8088659694460797,0.49647157444737733,0.5508207469999119,0.33896084410691074,202.85496044158936,18.712016105651855,103.78357890646696
6,2026-05-04T05:18:37,1.3195157689386166,0.18435468461588433,1,0.9062821833161689,0.7320598864223026,0.7207021166752711,0.22641768308061702,0.5945945945945946,0.5432098765432098,0.0425531914893617,0.025,0.042105263157894736,0.024096385542168676,0.9389365182674805,0.6515336356550264,0.8094891096861595,0.486171189596932,0.8024304380684883,0.4853684730612602,0.5410244327710728,0.33318263047096947,202.7050085067749,18.707406997680664,103.80914897723497
7,2026-05-04T05:22:00,1.2615238290855149,0.1723583576223645,0,0.9057672502574665,0.7568404749612804,0.7599380485286525,0.22518518518518515,0.5866666666666667,0.5432098765432098,0.044444444444444446,0.025,0.044444444444444446,0.024096385542168676,0.9388615932772909,0.6565783889788469,0.8081582610331757,0.4877762629376989,0.8046735650444331,0.4972662200166836,0.5472069573110764,0.33220329987275415,203.13927245140076,18.607182264328003,104.36830103626306
8,2026-05-04T05:25:23,1.2549396462788518,0.17978765704552005,0,0.9042224510813595,0.7052142488384099,0.7398038203407331,0.20173690932311625,0.56,0.43209876543209874,0.022988505747126436,0.0125,0.022222222222222223,0.012048192771084338,0.9383962018862692,0.6546343903616559,0.8106762663065177,0.4919880334350122,0.8104711657924137,0.4945176702421845,0.5470466980129509,0.3366914997642296,202.5652313232422,18.604349613189697,104.38419188936355
9,2026-05-04T05:28:45,1.2224229147920274,0.18128704735652998,0,0.9042224510813595,0.7408363448631905,0.7289623128549303,0.2225806451612903,0.567741935483871,0.5432098765432098,0.02,0.0125,0.08,0.04819277108433735,0.9372079110170463,0.6470408123887961,0.8115280020496192,0.48832266129233903,0.8046555034343582,0.49057922762048484,0.5419809004338733,0.32645426384573156,202.49407196044922,18.621777296066284,104.28650118215265
10,2026-05-04T05:32:08,1.1780244251275622,0.17362884710965262,0,0.9057672502574665,0.7620030975735673,0.743417656169334,0.21511821511821508,0.6013986013986014,0.5308641975308642,0.0,0.0,0.04395604395604396,0.024096385542168676,0.93642964696175,0.65303157786422,0.815678270081808,0.4947021825970646,0.8094680662695098,0.4944963023827298,0.5474100209480047,0.3343084253930087,202.82840728759766,18.592580795288086,104.45026547859136
