epoch,timestamp,train_loss,val_loss,is_best,acc_spinal_canal,acc_left_foraminal,acc_right_foraminal,avg_severe_f1,severe_f1_spinal_canal,severe_recall_spinal_canal,severe_f1_left_foraminal,severe_recall_left_foraminal,severe_f1_right_foraminal,severe_recall_right_foraminal,macro_auc_spinal_canal,macro_auprc_spinal_canal,macro_auc_left_foraminal,macro_auprc_left_foraminal,macro_auc_right_foraminal,macro_auprc_right_foraminal,overall_macro_auprc,overall_severe_auprc,extra_val_weighted_logloss,extra_epoch_seconds,extra_eval_seconds,extra_eval_throughput_samples_per_sec
11,2026-06-03T03:44:29,-1.3254901503874397,0.15737725481871637,1,0.8634271099744245,0.6327365728900256,0.6194373401534526,0.24342851672608615,0.5747126436781609,0.6880733944954128,0.09174311926605505,0.06097560975609756,0.06382978723404255,0.03529411764705882,0.9164996999067299,0.6185436094514098,0.8057256346125845,0.48435752020637923,0.7972617478635997,0.49007451873617786,0.530991882797989,0.3316354289651174,0.0,233.41906142234802,10.928461074829102,178.89069527848156
12,2026-06-03T03:48:23,-1.3080760890787297,0.1553633282341624,1,0.8782608695652174,0.6434782608695652,0.629156010230179,0.29878019903125064,0.5543859649122806,0.7247706422018348,0.19101123595505617,0.2073170731707317,0.1509433962264151,0.1411764705882353,0.9297226170546868,0.6421306585506875,0.79451739922326,0.4695835382793661,0.7996232447866601,0.48745520394461533,0.5330564669248897,0.33223697144110065,0.0,233.9564459323883,10.974613428115845,178.13839301086347
13,2026-06-03T03:52:17,-1.4055605825751718,0.15950187355760603,0,0.8547314578005115,0.611764705882353,0.6388746803069054,0.1972707962455024,0.5253456221198156,0.5229357798165137,0.022988505747126436,0.012195121951219513,0.043478260869565216,0.023529411764705882,0.9222084440392914,0.6312014949629149,0.8105474818911249,0.49800587243474553,0.8069853568433039,0.48609520507639936,0.5384341908246866,0.3234563936205724,0.0,233.64163494110107,10.95942759513855,178.38522888432703
14,2026-06-03T03:56:10,-1.4569139663217847,0.16267536063828777,0,0.8531969309462916,0.5432225063938619,0.6046035805626598,0.3068573938139155,0.5612648221343873,0.6513761467889908,0.2077922077922078,0.1951219512195122,0.15151515151515152,0.11764705882352941,0.919901596445365,0.6176670828169595,0.7901367884579473,0.47343833477715064,0.8006411778569161,0.48354631967577344,0.5248839124232946,0.32869600365355617,0.0,232.45357990264893,11.04517650604248,177.00034027799182
15,2026-06-03T04:00:04,-1.4394770938940722,0.1571738127899426,0,0.8797953964194374,0.6046035805626598,0.5810741687979539,0.3045452800473767,0.5618729096989966,0.7706422018348624,0.2436548223350254,0.2926829268292683,0.10810810810810811,0.07058823529411765,0.9272256213271208,0.6492106812450563,0.7929085651481059,0.48147213037335806,0.7996066059003178,0.48341567191030044,0.538032827842905,0.3416020798418704,0.0,234.38679838180542,11.026647806167603,177.29776395927854
16,2026-06-03T04:03:58,-1.4779523147477045,0.1660431956732145,0,0.8562659846547315,0.5851662404092072,0.5575447570332481,0.3048339638503573,0.5538461538461539,0.8256880733944955,0.22950819672131148,0.34146341463414637,0.13114754098360656,0.09411764705882353,0.9167542536178047,0.6302614063114592,0.7823881120018092,0.46707803655579067,0.7821556448022752,0.47267615627420184,0.5233385330471506,0.34375590868673883,0.0,233.45167922973633,10.97134518623352,178.19145845972187
17,2026-06-03T04:07:51,-1.4903745199694778,0.16191360763003748,0,0.8634271099744245,0.5462915601023018,0.5682864450127877,0.3607354110152216,0.5652173913043478,0.5963302752293578,0.27936507936507937,0.5365853658536586,0.2376237623762376,0.2823529411764706,0.9290648254491726,0.654580307051812,0.7729562787103275,0.4695676205763779,0.7738330794220408,0.48199068489470737,0.5353795375076325,0.3668258133520897,0.0,233.25762248039246,10.968216896057129,178.2422811772428
18,2026-06-03T04:11:44,-1.5024598850947037,0.15585087724430588,0,0.8639386189258312,0.6163682864450127,0.6168797953964195,0.2911031353942477,0.5353159851301115,0.6605504587155964,0.19736842105263158,0.18292682926829268,0.140625,0.10588235294117647,0.9256047482488491,0.6413111119219357,0.804916912660225,0.4891727417165528,0.8004600503036389,0.4868999654047977,0.5391279396810954,0.33587014544882665,0.0,233.18171381950378,10.931072473526001,178.84795885626232
19,2026-06-03T04:15:38,-1.5982031194047897,0.15882076771669493,0,0.8741687979539642,0.5524296675191815,0.59846547314578,0.3553939464403364,0.5957446808510638,0.6422018348623854,0.24043715846994534,0.2682926829268293,0.23,0.27058823529411763,0.926927529158209,0.6466482092625467,0.7887681763362107,0.4743368658243366,0.7854721641411101,0.47877567373406865,0.5332535829403173,0.35002527197285466,0.0,234.22167706489563,10.95906925201416,178.3910617811537
20,2026-06-03T04:19:31,-1.5408380850396974,0.16415548845324465,0,0.8721227621483376,0.519693094629156,0.5631713554987212,0.3331271793421921,0.5572519083969466,0.6697247706422018,0.2569444444444444,0.45121951219512196,0.18518518518518517,0.17647058823529413,0.9255907311986841,0.637397634889281,0.7669699605806993,0.4513049626933842,0.7767826575200444,0.46719761745865657,0.5186334050137739,0.33506391389039814,0.0,232.9280936717987,10.951538324356079,178.51373406164367
21,2026-06-03T04:23:24,-1.3648268124872587,0.15294678324973712,1,0.8639386189258312,0.6173913043478261,0.6358056265984655,0.31523777575438094,0.5535055350553506,0.6880733944954128,0.22077922077922077,0.2073170731707317,0.17142857142857143,0.1411764705882353,0.9300156193783163,0.6442482606696392,0.7938946738390523,0.47254012253273475,0.7964401732784884,0.48816900185535195,0.5349857950192419,0.35098124645400947,0.0,232.432865858078,10.971408605575562,178.19042843837647
