epoch,timestamp,train_loss,val_loss,is_best,acc_spinal_canal,acc_left_foraminal,acc_right_foraminal,avg_severe_f1,severe_f1_spinal_canal,severe_recall_spinal_canal,severe_f1_left_foraminal,severe_recall_left_foraminal,severe_f1_right_foraminal,severe_recall_right_foraminal,macro_auc_spinal_canal,macro_auprc_spinal_canal,macro_auc_left_foraminal,macro_auprc_left_foraminal,macro_auc_right_foraminal,macro_auprc_right_foraminal,overall_macro_auprc,overall_severe_auprc,extra_epoch_seconds,extra_eval_seconds,extra_eval_throughput_samples_per_sec
1,2026-08-23T08:59:20,1.3919694913285119,0.1539540241467334,1,0.8609680741503605,0.5745998967475477,0.5947341249354672,0.2685351960052131,0.5128205128205128,0.8641975308641975,0.13592233009708737,0.0875,0.1568627450980392,0.0963855421686747,0.9248549737035946,0.644428504278983,0.7989012086357111,0.48022427588805816,0.8037520954977045,0.4920782579497349,0.5389103460389254,0.36358433315354555,149.08791518211365,18.82347583770752,103.16904363166293
2,2026-08-23T09:01:48,1.306480554810592,0.14687051183335442,1,0.8486096807415036,0.6401652039235932,0.6432627774909654,0.3178678794172131,0.43962848297213625,0.8765432098765432,0.2857142857142857,0.3875,0.22826086956521738,0.25301204819277107,0.9203239809941488,0.6435983528309867,0.7990133769912585,0.4784139397518405,0.8035699952693666,0.4879992261076939,0.5366705062301736,0.3654590362534737,148.50295782089233,18.755908250808716,103.54070696183241
3,2026-08-23T09:04:17,1.2388224438897202,0.14246821368896898,0,0.8707518022657055,0.6587506453278266,0.6866288074341765,0.34923825645366063,0.5035971223021583,0.8641975308641975,0.29411764705882354,0.4375,0.25,0.3493975903614458,0.9248057522171611,0.6449394763958437,0.794788925487368,0.472938124584265,0.7954801519671314,0.4866821328261075,0.5348532446020721,0.36535386961056987,148.399911403656,18.778881788253784,103.41403827435154
4,2026-08-23T09:06:44,1.1609787966523852,0.1407055637997682,0,0.8898043254376931,0.6763035622096025,0.6577181208053692,0.3153696764676303,0.5844748858447488,0.7901234567901234,0.18840579710144928,0.1625,0.1732283464566929,0.13253012048192772,0.9338158850259749,0.6548035283716231,0.8097052846024063,0.48503178557010646,0.8103643606553129,0.49393204432688603,0.5445891194228719,0.356030353128238,147.51080131530762,18.668210744857788,104.027109321922
5,2026-08-23T09:09:13,1.1555042285826944,0.14345655212677566,1,0.8867147270854789,0.6695921528136293,0.6391326794011358,0.369579004630551,0.5714285714285714,0.8395061728395061,0.28865979381443296,0.35,0.24864864864864866,0.27710843373493976,0.929289274302926,0.6506148265429472,0.7906519604284631,0.47094587219608036,0.7905358667208503,0.48775308849396753,0.5364379290776651,0.36957366412688963,148.32873821258545,18.770657539367676,103.45934850321817
6,2026-08-23T09:11:41,1.072912326295461,0.1429924457308536,0,0.8733264675592173,0.6453278265358803,0.6437790397521941,0.3243826262195468,0.5109489051094891,0.8641975308641975,0.24161073825503357,0.225,0.22058823529411764,0.18072289156626506,0.9229057861379327,0.6427379166951865,0.8020737427726808,0.4821819720169016,0.8019879228209126,0.48597361702073205,0.53696450191094,0.36565647480144653,148.44055080413818,18.78033208847046,103.40605218542564
7,2026-08-23T09:14:08,1.0212981520664124,0.14154868506790835,0,0.8928939237899073,0.6293236964377904,0.6566855962829117,0.3179411206077873,0.5925925925925926,0.691358024691358,0.16923076923076924,0.1375,0.192,0.14457831325301204,0.9322792404545742,0.6481834885342791,0.8025212428574267,0.4790838323166275,0.8067447967266164,0.49461926199934353,0.5406288609500833,0.3590718758741414,147.2178943157196,18.746413230895996,103.59315011787889
8,2026-08-23T09:16:37,0.999816419929266,0.1442692295185041,0,0.870236869207003,0.6241610738255033,0.6308724832214765,0.3339392947565076,0.579185520361991,0.7901234567901234,0.19444444444444445,0.175,0.22818791946308725,0.20481927710843373,0.923131492396602,0.6377333519991604,0.7949819921807654,0.4710790254742105,0.7949106580416521,0.4883406360388871,0.5323843378374193,0.36091401886938135,148.35800623893738,18.77871799468994,103.41494028235257
9,2026-08-23T09:19:05,0.912835244053886,0.14341644362592307,0,0.8635427394438723,0.6499741868869385,0.664945792462571,0.3389251852414914,0.5124555160142349,0.8888888888888888,0.24521072796934865,0.4,0.2591093117408907,0.3855421686746988,0.9207608265588224,0.6324380723297648,0.7936694872926111,0.4702293492609905,0.7981870126410254,0.4892046689918564,0.5306240301942039,0.35557998131527574,148.16104078292847,18.79146933555603,103.34476593192585
10,2026-08-23T09:21:33,0.9279916549367564,0.14205850650622545,0,0.8769309989701339,0.619514713474445,0.6701084150748581,0.385007735007735,0.5585585585585585,0.7654320987654321,0.2909090909090909,0.4,0.3055555555555556,0.39759036144578314,0.9257315031253229,0.6403763272109957,0.7901664259328562,0.46903617867791964,0.797459547082123,0.48833980969311397,0.5325841051940098,0.3597821563440533,148.32722401618958,18.80010461807251,103.29729751254462
