epoch,timestamp,train_loss,val_loss,is_best,acc_spinal_canal,acc_left_foraminal,acc_right_foraminal,avg_severe_f1,severe_f1_spinal_canal,severe_recall_spinal_canal,severe_f1_left_foraminal,severe_recall_left_foraminal,severe_f1_right_foraminal,severe_recall_right_foraminal,macro_auc_spinal_canal,macro_auprc_spinal_canal,macro_auc_left_foraminal,macro_auprc_left_foraminal,macro_auc_right_foraminal,macro_auprc_right_foraminal,overall_macro_auprc,overall_severe_auprc,extra_epoch_seconds,extra_eval_seconds,extra_eval_throughput_samples_per_sec
1,2026-08-22T10:39:53,1.396434336120174,0.15570596322580113,1,0.8887744593202883,0.6019617965926691,0.6220960247805886,0.1730769230769231,0.5192307692307693,0.6666666666666666,0.0,0.0,0.0,0.0,0.9218714475343823,0.6264473662380238,0.7936191999064831,0.47367600219125605,0.8000353740113665,0.48192810121232804,0.527350489880536,0.2993601594760948,144.14083552360535,18.28332209587097,106.21702061676051
2,2026-08-22T10:42:16,1.3178598785684221,0.15342441286708486,1,0.8501544799176107,0.6417139907072793,0.645844088797109,0.290833915676683,0.41509433962264153,0.8148148148148148,0.21666666666666667,0.325,0.24074074074074073,0.3132530120481928,0.9098802403010047,0.5984452737629281,0.7855192709279503,0.469331196762075,0.789001371197684,0.4714158408683197,0.5130641037977743,0.2971667058709146,143.26270508766174,18.113412380218506,107.21337091186864
3,2026-08-22T10:44:40,1.2510830667756854,0.14907478516707653,1,0.8635427394438723,0.6494579246257098,0.6695921528136293,0.31285375584297004,0.4444444444444444,0.7654320987654321,0.23140495867768596,0.35,0.2627118644067797,0.37349397590361444,0.9176189436995671,0.6067788566828614,0.7876132373057114,0.4725194771656835,0.7888646245193608,0.4690268997436266,0.5161084111973905,0.2976921338199124,143.76265215873718,18.1533145904541,106.97770868914475
4,2026-08-22T10:47:04,1.1761529419925951,0.14626900193184778,0,0.88259526261586,0.6819824470831182,0.6639132679401136,0.28879755968363563,0.5333333333333333,0.7407407407407407,0.17721518987341772,0.175,0.15584415584415584,0.14457831325301204,0.9237006807312654,0.6050710886587393,0.797319481120733,0.4799716502201267,0.7982651988815138,0.4754903954009208,0.5201777114265956,0.29022137708728174,143.80982756614685,18.15082859992981,106.99236066873057
5,2026-08-22T10:49:28,1.17154724526973,0.14837702230392583,1,0.892378990731205,0.6566855962829117,0.6298399586990191,0.31916746154034287,0.5636363636363636,0.7654320987654321,0.2033898305084746,0.225,0.19047619047619047,0.1927710843373494,0.9198485402456041,0.6069289404015966,0.7855437668966477,0.4733488524226836,0.782799092558163,0.4664324851794078,0.515570092667896,0.29697066360788177,143.6543173789978,18.14220666885376,107.04320788793534
6,2026-08-22T10:51:51,1.0915446192380929,0.14879867985152484,0,0.8717816683831102,0.623128549303046,0.6350025813113062,0.2596233058856675,0.483271375464684,0.8024691358024691,0.16551724137931034,0.15,0.13008130081300814,0.0963855421686747,0.9154672814206548,0.6086516928435707,0.7925103044114524,0.4793607808894273,0.7954610165130792,0.47767623890105754,0.5218962375446852,0.3124950375248611,143.6347053050995,18.181557416915894,106.81153189842733
7,2026-08-22T10:54:15,1.0396762789714904,0.14578632535056665,0,0.9011328527291452,0.6448115642746515,0.6711409395973155,0.260192966075319,0.5714285714285714,0.6172839506172839,0.1111111111111111,0.075,0.09803921568627451,0.060240963855421686,0.9270711697200579,0.6175257298422606,0.7992820390806336,0.4856771127514265,0.8032832615354338,0.48149344799589944,0.5282320968631955,0.2994760184795087,143.8244345188141,18.1095232963562,107.23639536059726
8,2026-08-22T10:56:38,1.0156572620428743,0.14913983005887824,0,0.8831101956745623,0.619514713474445,0.6236448115642746,0.29581320306070075,0.5497630331753555,0.7160493827160493,0.16774193548387098,0.1625,0.16993464052287582,0.1566265060240964,0.9193600643720384,0.6006380838698363,0.7875483209546674,0.47586117409894363,0.7843643911405805,0.465928226704948,0.5141424948912426,0.29862074433362357,143.31902599334717,18.072428703308105,107.45650359901668
9,2026-08-22T10:59:02,0.9321119061538151,0.14980410374293887,0,0.8563336766220392,0.6406814661848219,0.6556530717604543,0.3068549515869839,0.46494464944649444,0.7777777777777778,0.23140495867768596,0.35,0.2242152466367713,0.30120481927710846,0.910089668816939,0.5928911874173663,0.7887651206583294,0.4744722268007906,0.7875237933725604,0.47110054650914535,0.5128213202424341,0.30110589163027784,143.66164445877075,18.13130211830139,107.10758594882064
10,2026-08-22T11:01:26,0.9493994862195991,0.14851640799983604,0,0.884140061791967,0.6071244192049561,0.6479091378420238,0.30811107811107813,0.5576923076923077,0.7160493827160493,0.1837837837837838,0.2125,0.18285714285714286,0.1927710843373494,0.916262740150529,0.5935232771347433,0.7848087795021419,0.47234961894478156,0.7896830699985838,0.4735463496432804,0.5131397485742685,0.29684999237163273,143.88276481628418,18.179664850234985,106.82265135239268
