n_samples,f1_macro,balanced_acc,class_0_precision,class_0_recall,class_0_f1,class_0_support,class_1_precision,class_1_recall,class_1_f1,class_1_support,class_2_precision,class_2_recall,class_2_f1,class_2_support,class_3_precision,class_3_recall,class_3_f1,class_3_support,disease,tier,prompt_template,model,auc,class_4_precision,class_4_recall,class_4_f1,class_4_support,class_5_precision,class_5_recall,class_5_f1,class_5_support
1439,0.07125459245041108,0.26192141839246386,0.6875,0.011827956989247311,0.023255813953488372,930.0,0.0,0.0,0.0,4,0.4218009478672986,0.178714859437751,0.25105782792665726,498.0,0.005385996409335727,0.8571428571428571,0.010704727921498661,7.0,Modic,hard,med,naked_biomedclip,,,,,,,,,
1439,0.5687085918603428,0.5697577452788863,0.647118301314459,0.743321718931475,0.6918918918918919,861.0,0.5088888888888888,0.3961937716262976,0.4455252918287938,578,,,,,,,,,UP_endplate,hard,med,naked_biomedclip,0.6128485827616555,,,,,,,,
1439,0.558240121580547,0.5580325576750225,0.6355555555555555,0.6729411764705883,0.6537142857142857,850.0,0.4842300556586271,0.4431239388794567,0.4627659574468085,589,,,,,,,,,LOW_endplate,hard,med,naked_biomedclip,0.5762089283930889,,,,,,,,
1439,0.4998454269970046,0.536182977127859,0.9731437598736177,0.8818897637795275,0.9252722493428465,1397.0,0.046242774566473986,0.19047619047619047,0.07441860465116279,42,,,,,,,,,Spondylolisthesis,medium,med,naked_biomedclip,0.46644169478815145,,,,,,,,
1439,0.5318243780295449,0.5237830491722263,0.9529163738580464,0.9912280701754386,0.9716947330705841,1368.0,0.25,0.056338028169014086,0.09195402298850575,71,,,,,,,,,Disc_herniation,medium,med,naked_biomedclip,0.6586669137632815,,,,,,,,
1439,0.40289082283005223,0.47013263252815884,0.6214988644965935,0.8962882096069869,0.7340187751452839,916.0,0.19491525423728814,0.04397705544933078,0.0717628705148206,523,,,,,,,,,Disc_narrowing,easy,med,naked_biomedclip,0.3612535172459859,,,,,,,,
1439,0.3634498746867168,0.5097144954411992,0.5046132008516678,0.9888734353268428,0.668233082706767,719.0,0.7333333333333333,0.030555555555555555,0.058666666666666666,720,,,,,,,,,Disc_bulging,medium,med,naked_biomedclip,0.6038450394065833,,,,,,,,
1439,0.15243648596650056,0.23221276377317795,,,,,0.24017467248908297,0.25229357798165136,0.24608501118568232,218,0.29411764705882354,0.029411764705882353,0.053475935828877004,340.0,0.4166666666666667,0.012165450121654502,0.02364066193853428,411.0,Pfirrman_grade,hard,med,naked_biomedclip,,0.17914438502673796,0.23183391003460208,0.20211161387631976,289.0,0.14556962025316456,0.6353591160220995,0.2368692070030896,181.0
